# Static SP500 sector map snapshot. Not true historical point-in-time sector membership.
# source=https://en.wikipedia.org/wiki/List_of_S%26P_500_companies
# snapshot_date=2026-05-20
ticker,sector,source
TEL,Information Technology,wikipedia_sp500_snapshot_2026-05-20
TDY,Information Technology,wikipedia_sp500_snapshot_2026-05-20
TER,Information Technology,wikipedia_sp500_snapshot_2026-05-20
TSLA,Consumer Discretionary,wikipedia_sp500_snapshot_2026-05-20
TXN,Information Technology,wikipedia_sp500_snapshot_2026-05-20
TPL,Energy,wikipedia_sp500_snapshot_2026-05-20
TXT,Industrials,wikipedia_sp500_snapshot_2026-05-20
TMO,Health Care,wikipedia_sp500_snapshot_2026-05-20
TJX,Consumer Discretionary,wikipedia_sp500_snapshot_2026-05-20
TKO,Communication Services,wikipedia_sp500_snapshot_2026-05-20
TTD,Communication Services,wikipedia_sp500_snapshot_2026-05-20
TSCO,Consumer Discretionary,wikipedia_sp500_snapshot_2026-05-20
TT,Industrials,wikipedia_sp500_snapshot_2026-05-20
TDG,Industrials,wikipedia_sp500_snapshot_2026-05-20
TRV,Financials,wikipedia_sp500_snapshot_2026-05-20
TRMB,Information Technology,wikipedia_sp500_snapshot_2026-05-20
TFC,Financials,wikipedia_sp500_snapshot_2026-05-20
TYL,Information Technology,wikipedia_sp500_snapshot_2026-05-20
TSN,Consumer Staples,wikipedia_sp500_snapshot_2026-05-20
USB,Financials,wikipedia_sp500_snapshot_2026-05-20
UBER,Industrials,wikipedia_sp500_snapshot_2026-05-20
UDR,Real Estate,wikipedia_sp500_snapshot_2026-05-20
ULTA,Consumer Discretionary,wikipedia_sp500_snapshot_2026-05-20
UNP,Industrials,wikipedia_sp500_snapshot_2026-05-20
UAL,Industrials,wikipedia_sp500_snapshot_2026-05-20
UPS,Industrials,wikipedia_sp500_snapshot_2026-05-20
URI,Industrials,wikipedia_sp500_snapshot_2026-05-20
UNH,Health Care,wikipedia_sp500_snapshot_2026-05-20
UHS,Health Care,wikipedia_sp500_snapshot_2026-05-20
VLO,Energy,wikipedia_sp500_snapshot_2026-05-20
VEEV,Health Care,wikipedia_sp500_snapshot_2026-05-20
VTR,Real Estate,wikipedia_sp500_snapshot_2026-05-20
VLTO,Industrials,wikipedia_sp500_snapshot_2026-05-20
VRSN,Information Technology,wikipedia_sp500_snapshot_2026-05-20
VRSK,Industrials,wikipedia_sp500_snapshot_2026-05-20
VZ,Communication Services,wikipedia_sp500_snapshot_2026-05-20
VRTX,Health Care,wikipedia_sp500_snapshot_2026-05-20
VRT,Industrials,wikipedia_sp500_snapshot_2026-05-20
VTRS,Health Care,wikipedia_sp500_snapshot_2026-05-20
VICI,Real Estate,wikipedia_sp500_snapshot_2026-05-20
V,Financials,wikipedia_sp500_snapshot_2026-05-20
VST,Utilities,wikipedia_sp500_snapshot_2026-05-20
VMC,Materials,wikipedia_sp500_snapshot_2026-05-20
WRB,Financials,wikipedia_sp500_snapshot_2026-05-20
GWW,Industrials,wikipedia_sp500_snapshot_2026-05-20
WAB,Industrials,wikipedia_sp500_snapshot_2026-05-20
WMT,Consumer Staples,wikipedia_sp500_snapshot_2026-05-20
DIS,Communication Services,wikipedia_sp500_snapshot_2026-05-20
WBD,Communication Services,wikipedia_sp500_snapshot_2026-05-20
WM,Industrials,wikipedia_sp500_snapshot_2026-05-20
WAT,Health Care,wikipedia_sp500_snapshot_2026-05-20
WEC,Utilities,wikipedia_sp500_snapshot_2026-05-20
WFC,Financials,wikipedia_sp500_snapshot_2026-05-20
WELL,Real Estate,wikipedia_sp500_snapshot_2026-05-20
WST,Health Care,wikipedia_sp500_snapshot_2026-05-20
WDC,Information Technology,wikipedia_sp500_snapshot_2026-05-20
WY,Real Estate,wikipedia_sp500_snapshot_2026-05-20
WSM,Consumer Discretionary,wikipedia_sp500_snapshot_2026-05-20
WMB,Energy,wikipedia_sp500_snapshot_2026-05-20
WTW,Financials,wikipedia_sp500_snapshot_2026-05-20
WDAY,Information Technology,wikipedia_sp500_snapshot_2026-05-20
WYNN,Consumer Discretionary,wikipedia_sp500_snapshot_2026-05-20
XEL,Utilities,wikipedia_sp500_snapshot_2026-05-20
XYL,Industrials,wikipedia_sp500_snapshot_2026-05-20
YUM,Consumer Discretionary,wikipedia_sp500_snapshot_2026-05-20
ZBRA,Information Technology,wikipedia_sp500_snapshot_2026-05-20
ZBH,Health Care,wikipedia_sp500_snapshot_2026-05-20
ZTS,Health Care,wikipedia_sp500_snapshot_2026-05-20
